id,tokens,ner_tags
0,"['Tapi', 'tampaknya', 'hal', 'itu', 'mulai', 'berubah', 'sejak', 'Wimbledon', 'tahun', 'ini', 'saat', 'ia', 'mampu', 'melaju', 'ke', 'final', 'meski', 'akhirnya', 'ditekuk', 'Federer', 'melalui', 'sebuah', 'pertandingan', 'maraton', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']"
1,"['""', 'Menyedihkan', 'kalah', 'di', 'laga', 'seperti', 'ini', 'tapi', 'kami', 'tahu', 'kami', 'harus', 'berpikir', 'bagaimana', 'caranya', 'comeback', ',', '""', 'ujar', 'bek', 'Madrid', ',', 'Pepe', ',', 'seperti', 'dikutip', 'Football', 'Espana', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O']"
2,"['Sofyan', 'menambahkan', ',', 'Telkom', 'mengambil', 'alih', 'KSO', 'karena', 'ingin', 'mengembangkan', 'telekomunikasi', 'di', 'Indonesia', 'Timur', '.']","['B-PERSON', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
3,"['Mega', 'malah', 'mengkritik', 'wartawan', 'yang', 'selalu', 'menyebutkan', 'Laksamana', 'sebagai', 'mantan', 'orang', 'PDIP', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
4,"['""', 'Jika', 'kami', 'tidak', 'tampil', 'bagus', 'maka', 'itu', 'akan', 'memudahkan', 'Dortmund', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
5,"['Pada', 'Senin', 'malam', 'saat', 'kejadian', ',', 'petugas', 'tower', 'yang', 'berkomunikasi', 'dengan', 'pesawat', 'Batik', 'Air', 'yang', 'akan', 'tinggal', 'landas', ',', 'menggunakan', 'saluran', 'radio', 'VHF', 'yang', 'tidak', 'dapat', 'didengar', 'oleh', 'petugas', 'towing', 'yang', 'menggunakan', 'Handy', 'Talky', '(', 'HT', ')', 'dengan', 'saluran', 'frekuensi', 'yang', 'berbeda', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6,"['Astra', 'Agro', '(', 'AALI', ')', 'turun', 'Rp', '725', 'ke', 'Rp', '22.475', ',', 'Matahari', '(', 'LPPF', ')', 'turun', 'Rp', '675', 'ke', 'Rp', '16.325', ',', 'dan', 'Indofood', 'CBP', '(', 'ICBP', ')', 'turun', 'Rp', '650', 'ke', 'Rp', '12.700', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7,"['Pasalnya', ',', 'Federer', 'dan', 'Wawrinka', 'jadi', 'andalan', 'Swiss', 'dalam', 'mencari', 'trofi', 'Piala', 'Davis', 'pertamanya', 'dengan', 'melawan', 'Prancis', 'pada', 'pekan', 'depan', '.']","['O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O']"
8,"['Banyak', 'kritik', 'yang', 'dilontarkan', 'dari', 'berbagai', 'pihak', ',', 'termasuk', 'dari', 'PDIP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
9,"['Squawka', 'mencatat', 'Morgan', 'sebagai', 'pemain', 'yang', 'berbahaya', 'dalam', 'tekel', 'dan', 'dominan', 'dalam', 'duel', 'di', 'udara', '.']","['B-ORGANIZATION', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10,"['Semula', ',', '17', 'persen', 'utang', 'Indofood', 'berupa', 'utang', 'jangka', 'pendek', 'dan', 'sisanya', '83', 'persen', 'jangka', 'panjang', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
