id,tokens,ner_tags
0,"['Tapi', 'tampaknya', 'hal', 'itu', 'mulai', 'berubah', 'sejak', 'Wimbledon', 'tahun', 'ini', 'saat', 'ia', 'mampu', 'melaju', 'ke', 'final', 'meski', 'akhirnya', 'ditekuk', 'Federer', 'melalui', 'sebuah', 'pertandingan', 'maraton', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']"
1,"['""', 'Ini', 'lebih', 'mudah', 'daripada', 'yang', 'saya', 'duga', ',', '""', 'kata', 'Federer', ',', 'seperti', 'dilansir', 'Reuters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
2,"['Sofyan', 'menambahkan', ',', 'Telkom', 'mengambil', 'alih', 'KSO', 'karena', 'ingin', 'mengembangkan', 'telekomunikasi', 'di', 'Indonesia', 'Timur', '.']","['B-PERSON', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
3,"['Mega', 'malah', 'mengkritik', 'wartawan', 'yang', 'selalu', 'menyebutkan', 'Laksamana', 'sebagai', 'mantan', 'orang', 'PDIP', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
4,"['""', 'Jika', 'kami', 'tidak', 'tampil', 'bagus', 'maka', 'itu', 'akan', 'memudahkan', 'Dortmund', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
5,"['Kalau', 'Davenport', 'harus', 'menjalani', 'jalanan', 'berbatu', 'kerikil', ',', 'maka', 'tidak', 'demikian', 'dengan', 'unggulan', 'utama', 'putra', 'Roger', 'Federer', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
6,"['Astra', 'Agro', '(', 'AALI', ')', 'turun', 'Rp', '725', 'ke', 'Rp', '22.475', ',', 'Matahari', '(', 'LPPF', ')', 'turun', 'Rp', '675', 'ke', 'Rp', '16.325', ',', 'dan', 'Indofood', 'CBP', '(', 'ICBP', ')', 'turun', 'Rp', '650', 'ke', 'Rp', '12.700', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7,"['Pasalnya', ',', 'Federer', 'dan', 'Wawrinka', 'jadi', 'andalan', 'Swiss', 'dalam', 'mencari', 'trofi', 'Piala', 'Davis', 'pertamanya', 'dengan', 'melawan', 'Prancis', 'pada', 'pekan', 'depan', '.']","['O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O']"
8,"['Banyak', 'kritik', 'yang', 'dilontarkan', 'dari', 'berbagai', 'pihak', ',', 'termasuk', 'dari', 'PDIP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
9,"['Penyerahan', 'bantuan', 'secara', 'simbolis', 'dilakukan', 'Jokowi', 'di', 'Desa', 'Sanggeng', ',', 'Kecamatan', 'Manokwari', 'Barat', ',', 'Manokwari', ',', 'Selasa', '(', '5/4/2016', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']"
