id,tokens,ner_tags
0,"['Di', 'Hawaii', 'juga', 'terdapat', 'hampir', '40', 'persen', 'spesies', 'yang', 'terancam', 'punah', 'di', 'Amerika', '.']","['O', 'B-LOCATION', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
1,"['""', 'Kemungkinan', 'tersangka', 'baru', 'sangat', 'terbuka', 'sepanjang', 'penyidik', 'temukan', 'dua', 'alat', 'bukti', 'yang', 'cukup', 'ada', 'pihak', 'lain', 'yang', 'terlibat', ',', '""', 'kata', 'Johan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
2,"['PT', 'Pertamina', '(', 'Persero', ')', 'mengakui', 'telah', 'terjadi', 'kepanikan', 'masyarakat', 'sehingga', 'menyebabkan', 'antrean', 'kendaraan', 'di', 'berbagai', 'SPBU', 'di', 'kawasan', 'Pantura', 'seperti', 'Cirebon', ',', 'Kuningan', ',', 'berbagai', 'wilayah', 'lainnya', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']"
3,"['Bukan', ',', 'bukan', 'untuk', 'ke', 'luar', 'angkasa', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4,"['Bouygues', 'S.A', '.', ',', 'sebuah', 'perusahaan', 'konstruksi', 'terdisifikasi', 'berbasis', 'Paris', ',', 'mengatakan', 'laba', 'gabungan', 'untuk', 'paruh', 'pertama', '1989', ',', 'setelah', 'pembayaran', 'terhadap', 'bunga', 'minoritas', ',', 'naik', 'hingga', '188', 'juta', 'francs', 'Perancis', '(', '$', '30.2', 'juta', ')', '-', 'dari', '65', 'juta', 'francs', 'tahun', 'sebelumnya', '.']","['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O']"
5,"['""', 'Untuk', 'menciptakan', 'kabinet', 'kerja', 'harus', 'dicari', 'oraang', '-', 'orang', 'yang', 'pekerja', 'juga', ',', '""', 'tandasnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6,"['Mereka', 'meneriakkan', 'nama', 'Jokowi', 'sambil', 'mengibarkan', 'bendera', 'PDI', '-', 'P.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
7,"['""', 'Dasar', 'gugatan', 'yaitu', 'kerugian', 'materiil', 'dan', 'imateriil', 'yang', 'dialami', 'delapan', 'klien', 'kami', 'karena', 'KPU', 'melakukan', 'pemilu', '9', 'Juli', '2014', ',', '""', 'kata', 'Firman', 'saat', 'dihubungi', ',', 'Sabtu', ',', '16', 'Agustus', '2014', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
8,"['""', 'Ada', 'banyak', 'calon', ',', 'di', 'DPR', 'atau', 'di', 'luar', 'DPR', ',', '""', 'kata', 'dia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O']"
9,"['Pengumuman', 'pemenang', 'LKS', 'yang', 'dilaksanakan', 'di', 'Sriwijaya', 'Promotion', 'Center', 'Palembang', ',', 'Sumatera', 'Selatan', ',', 'Minggu', 'dini', 'hari', ',', 'dan', 'diwarnai', 'protes', 'kontingen', 'Propinsi', 'DKI', 'Jakarta', 'saat', 'panitia', 'mengumumkan', 'propinsi', 'pemenang', 'sebagai', 'juara', 'umum', 'adalah', 'Propinsi', 'Jawa', 'Tengah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
